,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
33789,3sewVJA24Z7wSAzCp2qeFA,Cosube,111 NE Martin Luther King Junior Blvd,Portland,OR,97232,45.5235689733,-122.6624493281,4.5,31,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'beer_and_wine'"", 'DogsAllowed': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'Caters': 'False', 'GoodForKids': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}","Fashion, Coffee & Tea, Restaurants, Shopping, Women's Clothing, Food, Surf Shop, Men's Clothing, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '9:0-15:0', 'Sunday': '9:0-15:0'}"
33817,3aVrLRhfttvX6XS5xL-JFg,Morelli's Gourmet Ice Cream & Desserts,1220 Caroline St,Atlanta,GA,30307,33.7587169,-84.3489329,4.0,100,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BikeParking': 'True'}","Cafes, Food, Desserts, Ice Cream & Frozen Yogurt, Restaurants","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
33926,kNpXOAO1ZttZ7ytkSIdmWA,Purely Atlanta,"855 Peachtree St NE, Ste 4",Atlanta,GA,30308,33.7780871,-84.3838967,4.0,47,0,"{'DogsAllowed': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'CoatCheck': 'False'}","Cafes, Desserts, Asian Fusion, Restaurants, Bubble Tea, Coffee & Tea, Gelato, Food","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
33934,0wVOkE-r_pLWdU923i6PzQ,Cafe Hollywood,"4646 Buford Hwy NE, Ste C",Chamblee,GA,30341,33.8773762,-84.2934256,3.5,6,0,"{'RestaurantsAttire': ""'casual'"", 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'CoatCheck': 'False', 'NoiseLevel': ""'average'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'Music': '{}', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False'}","Nightlife, Cafes, Restaurants, Local Flavor",
33991,2sWb42__hsHGBEYNxah2VQ,Pennyroyal Coffee,2263 E Hastings Street,Vancouver,BC,V5L 1V3,49.2812987,-123.0586762,5.0,8,1,"{'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True'}","Food, Coffee & Tea, Restaurants, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '8:30-16:0', 'Wednesday': '8:30-16:0', 'Thursday': '8:30-16:0', 'Friday': '8:30-16:0', 'Saturday': '8:30-16:0', 'Sunday': '8:0-16:0'}"
34026,7zByUtNF41VwmNjvGSWY9Q,Christine's Cafe & Confections,618 Salem St,Lynnfield,MA,01940,42.514937,-71.011441,4.0,30,1,"{'RestaurantsReservations': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'""}","Cafes, Restaurants","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-12:0'}"
34058,agDBVpW9zPUK80oGUzo5og,Lions Bay General Store and Cafe,350 Centre Road,Lions Bay,BC,V0N 2E0,49.4596238,-123.2360317,4.0,20,1,"{'WiFi': ""u'free'"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Beer Bar, Nightlife, Bars, Wine Bars, Convenience Stores, Breakfast & Brunch, Sandwiches, Coffee & Tea, Food, Beer, Wine & Spirits, Cafes, Restaurants, Grocery","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}"
34063,bIcl1C0cBTmyqO_lfba0uw,Perks Coffee,"3000 Windy Hill Rd SE, Ste 176",Atlanta,GA,30339,33.904389,-84.4664027012,4.0,43,1,"{'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'DogsAllowed': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1'}","Food, Bagels, Coffee & Tea, Bakeries, Internet Cafes, Cupcakes","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}"
34106,MqY_vctaZA8FGzxL6G957Q,Daily Juice Cafe,"8620 Burnet Rd, Ste 132",Austin,TX,78757,30.368921,-97.72814,4.0,64,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Juice Bars & Smoothies, Food, Gluten-Free, Vegan, Cafes, Vegetarian, American (New), Restaurants","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}"
34323,d43Mko5jODk7Et_ESsYndQ,Life Alive,281 Essex St,Salem,MA,01970,42.5212961,-70.8974458,4.5,347,1,"{'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""u'casual'"", 'BYOB': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'None', 'Alcohol': ""u'none'"", 'HappyHour': 'False'}","Restaurants, Vegetarian, Food, Juice Bars & Smoothies, Cafes, Vegan","{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
34385,TAPa7v0OFdVhkr7iTEL6AA,Shorewood Market & Cafe,"5555 E Evergreen Blvd, Ste D",Vancouver,WA,98661,45.6182469,-122.6167207,3.5,17,1,"{'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}""}","American (New), Delis, American (Traditional), Cafes, Food, Restaurants, Beer, Wine & Spirits","{'Tuesday': '15:0-20:0', 'Wednesday': '16:0-20:0', 'Thursday': '15:0-20:0', 'Friday': '15:0-20:0', 'Saturday': '16:0-20:0', 'Sunday': '14:0-20:0'}"
34402,mELlcLQhisr_U8s4xfKVUQ,The Divot Room,3509 NE Columbia Blvd,Portland,OR,97211,45.5804168,-122.6260438,4.5,5,1,"{'Alcohol': ""'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'Caters': 'True', 'BYOB': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True'}","Nightlife, Restaurants, Sandwiches, Burgers, American (Traditional), Lounges, Bars, Sports Bars, Salad, Diners, Cafes, Breakfast & Brunch","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-16:0'}"
34445,SklNmNVPpRghbYVyLI71Ug,Lucky's Market,1720 E Highway 50,Clermont,FL,34711,28.548851,-81.724977,4.0,143,0,"{'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'HasTV': 'True', 'Caters': 'True'}","Food, Health Markets, Restaurants, Delis, Grocery, Cafes, Specialty Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}"
34528,Ke7luUMx-ystjfqSohh20g,Cafe Eleven,435 NE Rosa Parks Way,Portland,OR,97211,45.5701093,-122.6606301,4.5,90,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'quiet'"", 'BYOB': 'False', 'Alcohol': ""u'none'"", 'Caters': 'True', 'Corkage': 'False', 'WheelchairAccessible': 'False', 'DietaryRestrictions': ""{'dairy-free': False, 'gluten-free': False, 'vegan': True, 'kosher': False, 'halal': False, 'soy-free': False, 'vegetarian': False}"", 'HappyHour': 'False'}","Internet Cafes, Coffee & Tea, Breakfast & Brunch, Donuts, Sandwiches, Bakeries, Food, Vegetarian, Restaurants, Kombucha, Cafes, Vegan","{'Monday': '8:0-15:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}"
34607,stKmbb_CY4tL0KH2wz2uyg,Nicolelina's Cafe,2838 St. Johns Street,Port Moody,BC,V3H 2C1,49.2769053,-122.8482166,4.0,16,0,"{'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'WiFi': ""'no'""}","Cafes, Breakfast & Brunch, Restaurants, Diners","{'Tuesday': '7:30-20:0', 'Wednesday': '7:30-20:0', 'Thursday': '7:30-20:0', 'Friday': '7:30-20:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
34659,8O7Od5oe7Omffm12tH_qQw,Take Five Cafe,2278 W 4th Avenue,Vancouver,BC,V6J 5L1,49.2682526015,-123.1559228897,3.5,13,0,"{'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Coffee & Tea, Food, Cafes, Restaurants","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
34812,ElvlNqF_RY9vt8gukLY9Zg,Friends & Neighbors,2614 E Cesar Chavez St,Austin,TX,78702,30.2537689209,-97.7141342163,4.5,44,0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""'quiet'"", 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'HasTV': 'False', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'True', 'GoodForKids': 'True'}","Beer Bar, Food, Women's Clothing, Cafes, Accessories, Bars, Beer, Wine & Spirits, Restaurants, Fashion, Coffee & Tea, Shopping, Nightlife, Used, Vintage & Consignment","{'Monday': '8:0-18:0', 'Tuesday': '9:0-15:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
34883,bmfqIDt2zsDEnWAJ7F-HUw,Sahara Shisha,20 E Arcadia Ave,Columbus,OH,43202,40.0179695,-83.0115258,3.5,33,1,"{'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""'free'"", 'RestaurantsAttire': ""'casual'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}""}","Cafes, Hookah Bars, Restaurants, Bars, Nightlife","{'Monday': '14:0-3:0', 'Tuesday': '14:0-3:0', 'Wednesday': '14:0-3:0', 'Thursday': '14:0-3:0', 'Friday': '14:0-5:0', 'Saturday': '14:0-5:0', 'Sunday': '14:0-3:0'}"
34990,Csq985f8SQofOhCq3ofMNQ,Honey Baked Ham Company,9581 West Colonial Drive,Ocoee,FL,34761,28.5521779,-81.51855,5.0,5,1,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True'}","Meat Shops, Cafes, Sandwiches, Event Planning & Services, Restaurants, Food, Delis, Specialty Food, Caterers","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-17:0'}"
